Aruba,ABW,"Population ages 15-64, female",SP.POP.1564.FE.IN,14930,15388,15727,15988,16238,16518,16777,17083,17414,17738,18038,18441,18805,19142,19474,19800,19922,20062,20241,20461,20719,21034,21416,21771,22024,22137,21835,21454,21164,21151,21512,22548,23930,25472,26976,28322,29364,30264,31084,31889,32728,33627,34554,35456,36257,36891,37178,37224,37104,36934,36795,36938,37174,37463,37728
Aruba,ABW,"Population ages 15-64, male",SP.POP.1564.MA.IN,14162,14578,14851,15030,15193,15392,15587,15832,16108,16375,16618,16952,17253,17538,17836,18151,18296,18482,18723,19010,19326,19658,20043,20404,20671,20819,20610,20330,20135,20199,20622,21729,23167,24769,26313,27641,28417,28973,29384,29757,30184,30773,31392,32022,32598,33069,33263,33323,33293,33235,33196,33366,33585,33834,34071
Australia,AUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,3067930,3126549,3209367,3282736,3360010,3436996,3531920,3591510,3668516,3759209,3849510,3994788,4082135,4159491,4283712,4358162,4415430,4489241,4570572,4646522,4723370,4825929,4922030,4991862,5057622,5140573,5234008,5330964,5439141,5548159,5639779,5717465,5785464,5836607,5894840,5967124,6047178,6120063,6191697,6270379,6351807,6452768,6546287,6640033,6727047,6821702,6936530,6987130,7128060,7269237,7371153,7455712,7567058,7678263,7772720
Australia,AUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,3222897,3281274,3365792,3440917,3520247,3599241,3692777,3748490,3821541,3908746,3996485,4142544,4229087,4305124,4429051,4501262,4552581,4620902,4697245,4769354,4844837,4949254,5050058,5125684,5197417,5286128,5377749,5472927,5579181,5685244,5772290,5842319,5901033,5943111,5995242,6065434,6141524,6213747,6286115,6364503,6443385,6542045,6630970,6720309,6805777,6903263,7024373,7084573,7238000,7390358,7499531,7575699,7677580,7778731,7863678
Austria,AUT,"Population ages 15-64, female",SP.POP.1564.FE.IN,2473757,2467976,2464106,2460153,2455191,2448362,2443237,2438975,2430014,2419796,2413993,2414172,2422784,2435482,2442386,2441456,2443667,2452187,2460426,2471184,2491361,2519334,2547224,2569793,2591615,2607091,2612022,2612277,2610731,2615139,2626828,2640327,2654236,2660348,2657853,2654871,2656250,2663624,2675196,2689020,2701431,2718238,2735302,2750066,2768146,2788531,2800943,2808153,2814740,2819047,2821368,2823889,2829569,2838497,2849450
Austria,AUT,"Population ages 15-64, male",SP.POP.1564.MA.IN,2152185,2153996,2158612,2163840,2168174,2170559,2171607,2173388,2171609,2170259,2174863,2183791,2202019,2225438,2244618,2257256,2271054,2291187,2311405,2334029,2365316,2400763,2435304,2464780,2495174,2522154,2538158,2552620,2566906,2586247,2610492,2635456,2658947,2673152,2678038,2682099,2685597,2694514,2707070,2721236,2733297,2745485,2757450,2767079,2780463,2796831,2805627,2810503,2816116,2821031,2825854,2833343,2845318,2861362,2879210
Azerbaijan,AZE,"Population ages 15-64, female",SP.POP.1564.FE.IN,1155607,1164473,1177892,1194589,1212714,1231830,1251828,1274483,1300549,1330901,1365823,1406852,1450128,1495469,1543300,1594285,1650531,1709653,1770962,1832987,1894276,1947143,1998696,2047494,2092200,2132152,2164955,2195271,2223930,2252484,2264087,2293382,2323977,2357714,2392110,2427636,2462148,2501954,2546974,2593715,2640734,2690370,2738892,2788863,2845406,2910032,2974377,3042951,3141423,3235504,3294512,3355823,3409995,3458960,3506179
Azerbaijan,AZE,"Population ages 15-64, male",SP.POP.1564.MA.IN,987637,994593,1005744,1020764,1039156,1061098,1085762,1115312,1149913,1189426,1233607,1283465,1334811,1387953,1443623,1502189,1561975,1624235,1687930,1751105,1812328,1862132,1909667,1954694,1996833,2035575,2061302,2086611,2112589,2139305,2149058,2179243,2206887,2234812,2261740,2288780,2313683,2342096,2375765,2413813,2456454,2508967,2564326,2623440,2688744,2760175,2832382,2906526,3007512,3103379,3165033,3233951,3294097,3347588,3399324
"Bahamas, The",BHS,"Population ages 15-64, female",SP.POP.1564.FE.IN,31470,32858,34295,35733,37152,38564,40292,42063,43796,45396,46838,48732,50252,51540,52836,54279,55725,57463,59371,61234,62956,65082,66920,68605,70356,72272,73925,75887,78014,80056,81896,83973,85744,87344,89036,90934,92416,94160,96098,98077,100053,102828,105666,108615,111704,114875,117563,120338,123325,126513,129751,132042,134369,136531,138364
"Bahamas, The",BHS,"Population ages 15-64, male",SP.POP.1564.MA.IN,27489,29166,30880,32595,34307,36039,38059,40133,42134,43909,45394,47082,48272,49182,50160,51419,52862,54776,56980,59148,61104,63350,65207,66842,68543,70449,72111,74105,76285,78372,80236,82239,83904,85341,86777,88316,89288,90416,91701,93089,94597,97191,100010,103064,106304,109615,112380,115193,118196,121400,124685,126944,129258,131436,133318
Bahrain,BHR,"Population ages 15-64, female",SP.POP.1564.FE.IN,39606,39819,39949,39928,39836,39893,41408,42915,44414,45968,47646,49908,52609,55654,58908,62312,66361,70750,75379,80133,84889,89665,94031,98113,102065,106014,109580,113517,117616,121765,126027,129704,133757,138304,143456,149124,154473,160686,166967,172708,177873,185906,193149,200650,210051,222417,244430,269392,295341,319481,339720,349103,354726,357729,360117
Bahrain,BHR,"Population ages 15-64, male",SP.POP.1564.MA.IN,50893,51906,53123,54300,55299,56242,57764,59173,60585,62253,64391,68110,72813,78465,85036,92485,102420,113222,124144,134324,143170,148543,152231,154955,157814,161635,167416,174489,182155,189726,196952,203169,209669,216403,223366,230520,236317,242903,250054,258147,267947,286735,307333,330653,358617,392615,442186,497733,554567,606076,647262,666672,676423,679332,680652
Bangladesh,BGD,"Population ages 15-64, female",SP.POP.1564.FE.IN,12744427,13034387,13366506,13731876,14117536,14517195,14894169,15290253,15693216,16098951,16508168,16808524,17096839,17395649,17724031,18097375,18514711,19005005,19557662,20165287,20817949,21375747,22008365,22697333,23416595,24155977,24906968,25681044,26482565,27326471,28218054,29062012,29948493,30874676,31834068,32823513,33810661,34825974,35863257,36917521,37982377,38986197,40006855,41030530,42042543,43037011,43951964,44860779,45767439,46679935,47607999,48579656,49546473,50521012,51523801
Bangladesh,BGD,"Population ages 15-64, male",SP.POP.1564.MA.IN,13989684,14267384,14585743,14935042,15300899,15676931,16037504,16416041,16797171,17173131,17543244,17803521,18032515,18264169,18531652,18858057,19237715,19719205,20281920,20905263,21573814,22209696,22916029,23677496,24475331,25300880,26093438,26916924,27770861,28661563,29590869,30471049,31381544,32325110,33304432,34321813,35324989,36364409,37431814,38516780,39608402,40610709,41626259,42634883,43611347,44541438,45294536,46006694,46705566,47425484,48192713,49093222,50021879,50984138,51984399
Barbados,BRB,"Population ages 15-64, female",SP.POP.1564.FE.IN,71085,70637,70233,69842,69441,69045,68951,68975,69112,69370,69758,71029,72267,73506,74815,76201,77034,77974,78783,79245,79343,80561,81377,82017,82752,83685,84392,85356,86424,87383,88133,88826,89312,89680,90057,90514,90928,91396,91867,92258,92541,93269,93868,94393,94930,95517,96032,96579,97096,97498,97750,98077,98230,98231,98139
Barbados,BRB,"Population ages 15-64, male",SP.POP.1564.MA.IN,56179,56000,56172,56585,57060,57486,57966,58497,59108,59830,60705,62469,63967,65275,66563,67905,68631,69619,70506,71012,71215,72528,73637,74669,75820,77148,78251,79562,80958,82232,83290,84055,84569,84919,85243,85606,85919,86259,86586,86836,86987,87639,88169,88624,89083,89587,90000,90453,90874,91161,91278,91496,91512,91376,91166
Belarus,BLR,"Population ages 15-64, female",SP.POP.1564.FE.IN,2895196,2888840,2893266,2905248,2919815,2934383,2955100,2977787,3003203,3032381,3064688,3106779,3146431,3181990,3212693,3238440,3257578,3282459,3312621,3341527,3368958,3401122,3432421,3461912,3487851,3508432,3518103,3525973,3520034,3515040,3507319,3494815,3489854,3488562,3480956,3472991,3475548,3478451,3482751,3493301,3504829,3493391,3485357,3475458,3468089,3464019,3460951,3467641,3478781,3488285,3490172,3480778,3467946,3455317,3442336
Belarus,BLR,"Population ages 15-64, male",SP.POP.1564.MA.IN,2251476,2252423,2262890,2281041,2303940,2330068,2362844,2400744,2443536,2490483,2540175,2596384,2649948,2701479,2751921,2800825,2841875,2889819,2942417,2991019,3034008,3074863,3109260,3139197,3167692,3195827,3216269,3238956,3250083,3259689,3262898,3255437,3253850,3255349,3251483,3248260,3253988,3260999,3270161,3286084,3303642,3293274,3286520,3278419,3272446,3268821,3260435,3260454,3264388,3267852,3266374,3253518,3238328,3223988,3210476
Belgium,BEL,"Population ages 15-64, female",SP.POP.1564.FE.IN,2969545,2960484,2961003,2976903,2999357,3019472,3032109,3042212,3048334,3053118,3055257,3061115,3075752,3091023,3109532,3130129,3144943,3160184,3176888,3196615,3220421,3242219,3266641,3291397,3310877,3322726,3323690,3318592,3316033,3313903,3311268,3312348,3315577,3319058,3320372,3319109,3318859,3322049,3325547,3330004,3335070,3349704,3366994,3383172,3401389,3425995,3452782,3484763,3519383,3551705,3590718,3624339,3638612,3640201,3635045
Belgium,BEL,"Population ages 15-64, male",SP.POP.1564.MA.IN,2900933,2893205,2896411,2916020,2942999,2968344,2984410,2998685,3009814,3020458,3029289,3038280,3056827,3076828,3100921,3127944,3146054,3165500,3187160,3212176,3241234,3263272,3287416,3311828,3332010,3346483,3348421,3346698,3349394,3353162,3356071,3359131,3364095,3369037,3371723,3371913,3369546,3370795,3372789,3376440,3381507,3394168,3410481,3426465,3444748,3469172,3492121,3520872,3552741,3582981,3621243,3654210,3668899,3673102,3673324
Belize,BLZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,23900,24255,24697,25199,25759,26382,27105,27868,28653,29446,30224,30656,31052,31428,31796,32168,32487,32858,33348,33974,34732,35996,37301,38653,40094,41624,42930,44382,45885,47310,48613,49691,50596,51517,52694,54246,56633,59423,62379,65250,67930,70597,73169,75736,78428,81317,84442,87722,91104,94512,97891,101542,105097,108624,112203
Belize,BLZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,22663,23017,23480,24016,24604,25248,25980,26743,27535,28341,29143,29618,30065,30514,30991,31523,32180,32929,33804,34787,35839,37121,38399,39696,41069,42548,43879,45362,46900,48357,49682,50715,51561,52421,53546,55066,57463,60290,63305,66234,68960,71600,74140,76665,79295,82095,84949,87864,90814,93754,96648,99983,103269,106562,109909
Benin,BEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,731499,736526,743146,751085,760160,770308,777344,785971,796139,807901,821284,832485,845766,861005,878092,896961,914275,933917,955664,979271,1004617,1028430,1054614,1082979,1113368,1145734,1176344,1209411,1245285,1284461,1327220,1373046,1423169,1476259,1530777,1585753,1632809,1681001,1731104,1784226,1841195,1901927,1967030,2035935,2107993,2182665,2253710,2328262,2405926,2486267,2569103,2649175,2732100,2818088,2907495
Benin,BEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,641072,645468,650016,655208,662082,671161,677540,686534,697693,710310,724032,734827,747413,761760,777928,795958,812057,830365,850776,873198,897571,919774,944742,972093,1001372,1032397,1060897,1091676,1125573,1163807,1207134,1257902,1314758,1375490,1437312,1498386,1545112,1591582,1639528,1691402,1748962,1814620,1886700,1963907,2044539,2127329,2203733,2283227,2365453,2450234,2537563,2619607,2704537,2792474,2883599
Bermuda,BMU,"Population ages 15-64, female",SP.POP.1564.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Population ages 15-64, male",SP.POP.1564.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Population ages 15-64, female",SP.POP.1564.FE.IN,61524,62644,64084,65735,67438,69125,70721,72379,74144,76117,78344,80526,82992,85688,88537,91488,94020,96716,99519,102392,105323,107468,109701,112132,114898,118060,121705,125724,129655,132955,135299,134546,132713,130496,128752,128094,130614,134515,139485,145097,150982,156896,163128,169599,176157,182681,188975,195069,200982,206835,212683,217992,223433,228871,234089
Bhutan,BTN,"Population ages 15-64, male",SP.POP.1564.MA.IN,64600,65822,67432,69282,71144,72921,74535,76148,77887,79970,82523,85692,89379,93443,97701,102009,105661,109439,113242,117006,120691,123008,125259,127624,130327,133487,137218,141393,145463,148782,150955,149642,147130,144159,141632,140215,142034,145246,149796,155608,162564,173040,184719,196886,208777,219933,228842,236934,244329,251386,258391,264615,270969,277245,283124
Bolivia,BOL,"Population ages 15-64, female",SP.POP.1564.FE.IN,994344,1010684,1026681,1043298,1062440,1085049,1105120,1129017,1155799,1183956,1212688,1237858,1264468,1292284,1321349,1351745,1379166,1407964,1438085,1469682,1502894,1533009,1565204,1598965,1633760,1669456,1703890,1739575,1776581,1815144,1855483,1897719,1942019,1988366,2036737,2087056,2137495,2190207,2244676,2300409,2357136,2412257,2468991,2526722,2584866,2643208,2701700,2760306,2819558,2880382,2943240,3007488,3074191,3142340,3210297
Bolivia,BOL,"Population ages 15-64, male",SP.POP.1564.MA.IN,966313,984524,1002910,1022193,1043941,1068940,1090628,1115970,1144141,1173858,1204451,1230713,1258660,1288035,1318803,1350985,1379371,1409253,1440563,1473419,1507944,1538701,1571707,1606431,1642301,1679169,1713882,1749955,1787477,1826685,1867794,1909524,1953418,1999457,2047600,2097758,2147314,2199266,2253102,2308331,2364682,2418850,2474819,2531994,2589742,2647833,2705326,2763105,2821704,2882024,2944510,3007680,3073382,3140698,3208100
Bosnia and Herzegovina,BIH,"Population ages 15-64, female",SP.POP.1564.FE.IN,981311,998214,1016861,1037077,1058078,1079257,1095240,1113108,1131958,1150418,1167983,1188341,1206574,1223929,1242565,1263419,1281993,1303503,1327149,1351133,1374505,1401548,1425621,1447973,1470950,1495193,1515242,1537853,1556422,1562087,1550398,1521010,1474141,1419242,1368717,1330387,1308297,1298175,1297231,1300871,1305568,1307602,1313410,1321088,1328421,1334293,1343482,1348464,1350372,1351281,1351962,1347942,1344921,1341586,1335790
Bosnia and Herzegovina,BIH,"Population ages 15-64, male",SP.POP.1564.MA.IN,907861,925194,944582,965863,988164,1010793,1027912,1047281,1067921,1088283,1107773,1129963,1150006,1169356,1190525,1214641,1236636,1262309,1290592,1319237,1347043,1377606,1404624,1430087,1457480,1488114,1516646,1550046,1580160,1595851,1591158,1563183,1514431,1455797,1401645,1361058,1338773,1329766,1330896,1336980,1344034,1347410,1354840,1364346,1373534,1381161,1391779,1397700,1400201,1401773,1403443,1399336,1396743,1394223,1389286
Botswana,BWA,"Population ages 15-64, female",SP.POP.1564.FE.IN,140509,142989,145256,147600,150482,154138,158159,162961,168438,174352,180561,186819,193491,200584,208145,216189,224798,233891,243354,253068,262951,271911,281177,290740,300634,310938,321415,332451,344104,356486,369658,383500,398052,413148,428548,444030,457853,471742,485577,499213,512567,523754,534824,546011,557654,570027,584674,599893,615604,631677,647906,664007,680164,696159,711818
Botswana,BWA,"Population ages 15-64, male",SP.POP.1564.MA.IN,123727,125102,126385,127846,129900,132752,136501,141074,146367,152152,158287,164826,171824,179278,187225,195677,204836,214497,224535,234822,245267,254570,264156,274042,284290,294997,305922,317471,329703,342717,356573,371213,386609,402609,418989,435538,450494,465600,480703,495623,510241,522514,534655,546865,559436,572626,587627,603103,618999,635194,651505,667496,683500,699332,714872
Brazil,BRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,19499871,19993805,20510962,21060271,21657077,22309050,22930649,23639241,24410233,25207326,26013806,26858087,27696884,28551455,29454787,30419415,31380372,32394679,33449749,34522340,35597528,36617516,37657892,38706805,39760051,40818951,41840674,42889628,43958867,45041752,46138475,47266969,48391706,49534218,50716858,51944814,53184372,54440034,55704364,56963636,58204479,59327158,60463781,61586512,62670729,63710734,64708362,65681559,66630940,67557922,68463405,69436594,70327128,71169045,72005103
Brazil,BRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,19289838,19796618,20328989,20895080,21509176,22178696,22799596,23508901,24282240,25083129,25894500,26715201,27533339,28369659,29256325,30204801,31118104,32089309,33103412,34135121,35168618,36118128,37090432,38073118,39062401,40060570,40999146,41968136,42962458,43977602,45014501,46065197,47119282,48199475,49328462,50511628,51691193,52891366,54105973,55322412,56528110,57604809,58702133,59791722,60847197,61861563,62821749,63761798,64683207,65588517,66479697,67431498,68306089,69139677,69977670
Brunei Darussalam,BRN,"Population ages 15-64, female",SP.POP.1564.FE.IN,20594,21308,21929,22558,23353,24394,25823,27490,29349,31307,33297,35336,37404,39469,41507,43499,44944,46415,47914,49511,51281,53054,55015,57092,59201,61298,64139,66908,69587,72236,74914,77474,80208,83123,86260,89646,93356,97434,101680,105870,109844,112670,115311,117723,120045,122432,124659,127141,129777,132428,135020,137958,140580,143007,145405
Brunei Darussalam,BRN,"Population ages 15-64, male",SP.POP.1564.MA.IN,22396,23207,23956,24721,25644,26798,28277,30017,31947,33963,35999,38096,40201,42356,44643,47102,49757,52712,55796,58838,61754,63823,65736,67568,69430,71402,74394,77411,80419,83456,86545,89159,91980,94855,97622,100231,102495,104651,106804,109150,111829,114781,118068,121498,124959,128439,131630,135054,138516,141859,145050,148248,151143,153802,156359
Bulgaria,BGR,"Population ages 15-64, female",SP.POP.1564.FE.IN,2606016,2634896,2665141,2695838,2726302,2752654,2774752,2794933,2816035,2837518,2854519,2866356,2875398,2885345,2898590,2905562,2908193,2912918,2907241,2906691,2919896,2935096,2956792,2980707,3001491,3008912,3011187,3010935,3006198,2966166,2914361,2882941,2856871,2843551,2843182,2837015,2829639,2816688,2801007,2790502,2785387,2740463,2696815,2689831,2681075,2668605,2652761,2594434,2567100,2538119,2506132,2471817,2439298,2407243,2375399
Bulgaria,BGR,"Population ages 15-64, male",SP.POP.1564.MA.IN,2621015,2651817,2684052,2716646,2748786,2776555,2798402,2818529,2839836,2861720,2879196,2889806,2897409,2905773,2917441,2922929,2922399,2924390,2916490,2914280,2926259,2938194,2956124,2975760,2992186,2995821,2992624,2988222,2980561,2938550,2885116,2849894,2820228,2803798,2801315,2794609,2785030,2771556,2757174,2749755,2749478,2709201,2671637,2671438,2670454,2666349,2656075,2603736,2582784,2560612,2536017,2503157,2472622,2443317,2415066
Burkina Faso,BFA,"Population ages 15-64, female",SP.POP.1564.FE.IN,1339743,1354491,1371425,1390336,1411153,1433866,1451245,1471244,1493648,1518417,1545513,1565624,1589653,1616851,1646131,1676945,1701253,1727615,1756678,1789531,1826692,1858459,1896342,1938910,1984472,2032303,2075769,2123228,2174584,2230111,2290084,2347304,2409577,2476909,2549304,2626660,2698415,2776665,2860371,2948348,3040084,3124585,3214817,3310830,3412608,3519843,3621096,3729125,3842977,3962350,4087348,4209735,4340346,4478486,4623045
Burkina Faso,BFA,"Population ages 15-64, male",SP.POP.1564.MA.IN,1381509,1385655,1392392,1401436,1412393,1425147,1432882,1442933,1455321,1470333,1488064,1498484,1512907,1530637,1550498,1571892,1585771,1601467,1619892,1642344,1669466,1692122,1721044,1755015,1792512,1832923,1870785,1913047,1959783,2011382,2068192,2123909,2185175,2251969,2324147,2401524,2473384,2551644,2635631,2724495,2817897,2905414,2999142,3099025,3205036,3317050,3423880,3538078,3658922,3786069,3919557,4049451,4187737,4333937,4487339
Burundi,BDI,"Population ages 15-64, female",SP.POP.1564.FE.IN,782962,792758,801554,810824,822896,838846,852110,870172,890999,911811,931223,940730,949799,960030,973280,990573,1012656,1038631,1067534,1098332,1130139,1153624,1180002,1208396,1237988,1268474,1296095,1325276,1355677,1387553,1421042,1441852,1465848,1492229,1519536,1547161,1563086,1579231,1598881,1626306,1664349,1731573,1810255,1898112,1991324,2086695,2180180,2276238,2373598,2471459,2569267,2653581,2739225,2825877,2913454
Burundi,BDI,"Population ages 15-64, male",SP.POP.1564.MA.IN,708261,717748,726088,734891,746660,762539,775986,794318,815371,836159,855168,863294,870262,877700,887623,901273,920799,944365,971250,1000487,1031097,1053533,1078861,1106411,1135729,1166809,1197767,1231797,1267588,1304061,1340500,1356859,1374433,1393766,1415235,1439490,1463324,1489208,1519508,1557068,1603608,1675112,1756373,1845014,1937384,2030627,2120508,2211199,2302339,2393945,2485778,2562756,2642622,2724458,2807477
Cabo Verde,CPV,"Population ages 15-64, female",SP.POP.1564.FE.IN,58483,58685,58601,58546,59029,60236,61300,63150,65317,67166,68434,69197,69237,69008,69089,69768,70543,72001,73960,76082,78146,80457,82623,84601,86410,88051,89214,90200,91109,92064,93174,94797,96744,99000,101538,104321,107172,110193,113328,116544,119836,123437,127118,130839,134481,137964,141663,145046,148359,151878,155686,158955,162662,166530,170184
Cabo Verde,CPV,"Population ages 15-64, male",SP.POP.1564.MA.IN,48370,48505,48545,48725,49433,50797,52118,54154,56480,58478,59837,60400,60075,59216,58346,57797,57098,56836,57043,57614,58448,60605,62970,65404,67729,69824,71120,72282,73469,74825,76405,78654,81163,83912,86857,89962,92804,95729,98786,102075,105683,110241,115093,120133,125137,129926,134629,138844,142723,146522,150387,153868,157686,161628,165409
Cambodia,KHM,"Population ages 15-64, female",SP.POP.1564.FE.IN,1477635,1509819,1540035,1569940,1602653,1639570,1670781,1705364,1743557,1784381,1827076,1874086,1922930,1968259,2005756,2033775,2034490,2028294,2022162,2021698,2030381,2069747,2110773,2154615,2205946,2264889,2293903,2345290,2408310,2467377,2516632,2582789,2638727,2693130,2761872,2852901,2953541,3081285,3233620,3397217,3559708,3707275,3836756,3950538,4058059,4167223,4277647,4388042,4497904,4603711,4703516,4798687,4898582,4998115,5092387
Cambodia,KHM,"Population ages 15-64, male",SP.POP.1564.MA.IN,1482682,1513915,1542979,1571626,1603109,1638883,1668339,1700621,1736331,1774982,1815934,1862130,1910346,1952159,1979445,1988220,1953365,1899361,1838307,1783764,1745740,1770189,1806172,1852587,1910182,1975723,2007195,2063149,2131083,2192964,2241894,2306066,2355767,2401545,2462177,2547002,2632614,2746553,2886013,3037324,3188514,3326414,3448081,3555751,3658479,3764296,3877980,3992220,4108863,4225000,4337010,4436495,4541966,4647163,4745351
Cameroon,CMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,1544066,1569341,1597282,1627588,1660071,1694613,1723015,1755050,1790112,1827572,1867182,1901912,1940056,1981511,2026445,2074977,2119629,2169163,2223023,2280422,2340910,2398009,2458543,2522810,2591497,2664950,2733326,2808657,2889724,2975071,3064108,3148888,3238857,3334067,3435055,3542130,3644680,3754112,3869986,3991411,4117686,4237021,4361459,4491112,4626361,4767305,4900336,5041718,5190047,5343631,5501744,5655179,5815025,5981349,6155060
Cameroon,CMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,1479069,1503740,1530939,1560513,1592470,1626780,1654877,1686830,1721972,1759556,1799275,1833749,1871640,1912915,1957790,2006400,2050839,2100181,2153939,2211400,2272141,2328930,2389356,2453686,2522527,2596179,2664103,2739066,2819898,2905179,2994345,3078925,3168793,3264169,3365739,3473869,3577263,3688086,3805882,3929638,4058576,4180907,4308618,4441885,4581128,4726413,4863125,5008493,5161101,5319130,5481733,5638048,5800748,5970111,6147195
Canada,CAN,"Population ages 15-64, female",SP.POP.1564.FE.IN,5189865,5289691,5395868,5514165,5643081,5776188,5927911,6089659,6250295,6400404,6555447,6735886,6918369,7107344,7309818,7528675,7691566,7853021,8003582,8146154,8300633,8441243,8568362,8667223,8754157,8831625,8915380,9022674,9125256,9272239,9394073,9508671,9612440,9707471,9796511,9880538,9989967,10109973,10219810,10329421,10445490,10587367,10714280,10849741,10985709,11118818,11231378,11359013,11492218,11622253,11736675,11818005,11919838,12009630,12080804
Canada,CAN,"Population ages 15-64, male",SP.POP.1564.MA.IN,5303976,5393320,5486810,5592187,5710124,5835677,5986057,6150721,6317846,6476513,6641305,6825361,7012774,7207673,7416385,7640893,7796033,7949472,8093097,8231060,8384165,8521465,8648767,8751205,8845207,8932774,9017555,9129329,9239051,9394386,9522853,9632304,9728683,9816498,9901044,9984400,10090434,10211162,10325342,10441630,10565341,10705882,10832265,10969155,11108767,11247062,11355457,11480563,11612201,11740992,11854426,11930096,12026928,12113287,12183405
Cayman Islands,CYM,"Population ages 15-64, female",SP.POP.1564.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Population ages 15-64, male",SP.POP.1564.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,439269,443898,449456,455898,463295,471670,478403,486440,495467,505120,515182,521892,529378,537719,547062,557538,567481,578873,591775,606281,622396,639715,658969,679305,699728,719613,733306,746687,760481,775705,793086,812724,835107,859545,885078,911005,933339,955874,978633,1001808,1025449,1042196,1060120,1079212,1099438,1121011,1143742,1168552,1195283,1223808,1253938,1284115,1315501,1348176,1382390
Central African Republic,CAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,424640,428792,433978,440112,447186,455189,461403,468870,477300,486378,495911,501960,508827,516593,525403,535376,544642,555391,567663,581535,597000,613327,631585,650954,670476,689542,702124,714501,727395,741817,758477,777036,798446,822026,846810,872095,893671,915603,937933,960882,984508,1001229,1019368,1038887,1059690,1081935,1104739,1129722,1156735,1185630,1216185,1246032,1277151,1309634,1343729
Chad,TCD,"Population ages 15-64, female",SP.POP.1564.FE.IN,848592,859341,869502,880115,893069,909249,921863,937934,956936,977716,999561,1018178,1038489,1059632,1080997,1102294,1116573,1131641,1147784,1165363,1184764,1201206,1220753,1243598,1270092,1300357,1330013,1364887,1403891,1445783,1489860,1529958,1573146,1619643,1669833,1723970,1774808,1830992,1892446,1959153,2031093,2101850,2179494,2262607,2349767,2440301,2524350,2612295,2705161,2804280,2910458,3015144,3128292,3248502,3374053
Chad,TCD,"Population ages 15-64, male",SP.POP.1564.MA.IN,810213,820429,831169,842832,856361,872204,883935,898304,915116,933843,954118,971338,990598,1011055,1031994,1053049,1067293,1082562,1099031,1116918,1136549,1153475,1173283,1196363,1223279,1254241,1284577,1320364,1360418,1403342,1448368,1489223,1533094,1580280,1631242,1686273,1737997,1795081,1857553,1925454,1998762,2070660,2149625,2234235,2323010,2415229,2500526,2589832,2684126,2784665,2892211,2997582,3111202,3232054,3358849
Channel Islands,CHI,"Population ages 15-64, female",SP.POP.1564.FE.IN,36276,36477,36799,37126,37407,37654,38000,38397,38737,39003,39247,39624,40094,40616,41142,41634,41927,42185,42454,42795,43240,43696,44262,44890,45525,46142,46756,47379,47957,48483,48958,49175,49376,49547,49688,49833,50092,50351,50635,50971,51375,51707,52081,52478,52867,53222,53469,53740,54010,54262,54491,54737,54955,55131,55268
Channel Islands,CHI,"Population ages 15-64, male",SP.POP.1564.MA.IN,35191,35472,35887,36293,36631,36931,37353,37847,38265,38572,38822,39205,39663,40149,40629,41082,41252,41416,41612,41895,42293,42850,43527,44267,45015,45733,46329,46943,47527,48048,48497,48635,48722,48779,48844,48967,49149,49402,49717,50084,50497,50933,51417,51945,52497,53032,53406,53835,54342,54900,55429,55622,55765,55860,55927
Chile,CHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,2199572,2243117,2287158,2332744,2381855,2435433,2489005,2546934,2608399,2672324,2738118,2800655,2867090,2936443,3007490,3079724,3155120,3229876,3305247,3382990,3463617,3543601,3626000,3710008,3793931,3876659,3956147,4034929,4112573,4189519,4266162,4337500,4411389,4486439,4560992,4634626,4711673,4786165,4860386,4937581,5019108,5102674,5189769,5278880,5367100,5452498,5534162,5613490,5690319,5765140,5838191,5909687,5979352,6046057,6108452
Chile,CHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,2126453,2167469,2210028,2254750,2302922,2355158,2405857,2460745,2519199,2580479,2644192,2704033,2768121,2835654,2905594,2977511,3051736,3126292,3202232,3281004,3362935,3443120,3525828,3610277,3694799,3778243,3858195,3937410,4015638,4093560,4171732,4244463,4320334,4397771,4474797,4550771,4629636,4705791,4781669,4860722,4944375,5029180,5118547,5210910,5303217,5393437,5478198,5562377,5645792,5728792,5811405,5888615,5966292,6043447,6118890
